ID,Dein Artist Name,Stage,Playtime,day,start_time,end_time
3311,maaje,Unterholz,"Saturday, 15.08.2026, 18:00 - 20:00",Saturday,18:00,20:00
3313,Mohii,Mirage,"Friday, 14.08.2026, 20:00 - 22:30",Friday,20:00,22:30
3315,Santi & Tugce,Seeblick,"Thursday, 13.08.2026, 21:00 - 22:30",Thursday,21:00,22:30
3317,Borella,Mirage,"Thursday night to Friday morning, 13.08/14.08, 00:00 - 02:30",Thursday,00:00,02:30
3319,Montezuma,Seeblick,"Thursday, 13.08.2026, 17:00 - 19:00",Thursday,17:00,19:00
3323,Sutsche,Unterholz,"Sunday 17.08, 10:00 - 12:30",Sunday,10:00,12:30
3325,Pacaya,Zirkus Mond,"Friday, 14.08.2026, 15:00 - 17:30",Friday,15:00,17:30
3327,wilson.solidarity,Neustockland,"Sunday, 16.08.2026, 13:30 - 15:30",Sunday,13:30,15:30
3329,Finnjamin & Hannesodersoo,Sektamt,"Sunday night to Monday morning, 16.08/17.08, 04:00 - 06:00",Sunday,04:00,06:00
3331,Rene Wise,Porto Loco,"Saturday night to Sunday morning, 15.08/16.08, 00:00 - 02:30",Saturday,00:00,02:30
3333,Ramona Wouters,Unterholz,"Saturday, 15.08.2026, 21:00 - 23:30",Saturday,21:00,23:30
3339,Kirubin (aka Antaares)  *live,Schweißperle,"Friday night to Saturday morning, 14.08/15.08, 23:00 - 01:00",Friday,23:00,01:00
3343,Marlies,Strandflitzer,"Thursday, 13.08.2026, 16:30 - 19:00",Thursday,16:30,19:00
3349,sin:port,Stroboklo,"Friday, 14.08.2026, 20:00 - 22:00",Friday,20:00,22:00
3351,Maurice Mino,Seeblick,"Thursday night to Friday morning, 13.08/14.08, 03:00 - 05:00",Thursday,03:00,05:00
3353,Havali Sergec,Stroboklo,"Friday, 14.08.2026, 18:00 - 20:00",Friday,18:00,20:00
3361,Ligal Tamir,Strandflitzer,"Friday, 14.08.2026, 20:00 - 22:00",Friday,20:00,22:00
3363,W.I.R Killing Zoe b2b Charon Styx,Stroboklo,"Sunday, 16.08.2026, 16:00 - 18:00",Sunday,16:00,18:00
3365,Heimlich Knüller,Mirage,"Sunday, 16.08.2026, 15:00 - 18:00",Sunday,15:00,18:00
3367,Fog Puma,Schweißperle,"Thursday, 13.08.2026, 19:00 - 22:00",Thursday,19:00,22:00
3369,Perera Elsewhere,Mirage,"Saturday, 15.08.2026, 19:00 - 21:00",Saturday,19:00,21:00
3373,lisa luka,Schlupfloch,"Sunday, 16.08.2026, 18:00 - 20:00",Sunday,18:00,20:00
3379,DJ EarWormLoop,Schweißperle,"Sunday night to Monday morning, 16.08/17.08, 01:00 - 03:00",Sunday,01:00,03:00
3393,Poppy,Strandflitzer,"Friday night to Saturday morning, 14.08/15.08, 22:00 - 00:00",Friday,22:00,00:00
3397,Maltitz,Strandflitzer,"Thursday, 13.08.2026, 21:00 - 23:00",Thursday,21:00,23:00
3399,EDE,Atlantis,"Friday, 14.08.2026, 14:00 - 16:00",Friday,14:00,16:00
3403,Bukka & U:WE,Schlupfloch,"Saturday, 15.08.2026, 12:00 - 14:00",Saturday,12:00,14:00
3405,Priori,Porto Loco,"Friday, 14.08.2026, 21:30 - 23:30",Friday,21:30,23:30
3407,Whrikk,Waldtraut,"Sunday, 16.08.2026, 06:00 - 08:00",Sunday,06:00,08:00
3409,Kotoe Karasawa,Schlupfloch,"Sunday, 16.08.2026, 06:00 - 08:00",Sunday,06:00,08:00
3411,Kotiēr,Atlantis,"Saturday, 15.08.2026, 17:00 - 19:00",Saturday,17:00,19:00
3413,NAKED,Schweißperle,"Friday, 14.08.2026, 15:00 - 19:00",Friday,15:00,19:00
3419,Blasha & Allatt,Porto Loco,"Saturday night to Sunday morning, 15.08/16.08, 22:00 - 00:00",Saturday,22:00,00:00
3423,Damian.Thorn,Schlupfloch,"Friday night to Saturday morning, 14.08/15.08, 03:30 - 05:30",Friday,03:30,05:30
3429,Raoul,Waldtraut,"Sunday, 16.08.2026, 16:30 - 18:30",Sunday,16:30,18:30
3433,Pacaya,Zirkus Mond,"Friday, 14.08.2026, 15:00 - 17:30",Friday,15:00,17:30
3435,Roman Adam,Porto Loco,"Saturday, 15.08.2026, 19:30 - 22:00",Saturday,19:30,22:00
3437,Daniel Hauser,Strandflitzer,"Saturday, 15.08.2026, 18:00 - 20:00",Saturday,18:00,20:00
3439,EaAruru,Waldtraut,"Friday, 14.08.2026, 18:30 - 20:30",Friday,18:30,20:30
3441,Patryk Molinari,Schlupfloch,"Saturday, 15.08.2026, 14:00 - 16:00",Saturday,14:00,16:00
3443,SINAMIN,Schlupfloch,"Sunday, 16.08.2026, 13:00 - 16:00",Sunday,13:00,16:00
3445,DJ Norma b2b Greta Spark,Schlupfloch,"Saturday, 15.08.2026, 18:00 - 20:00",Saturday,18:00,20:00
3447,MigraKid (b2b Xima),Strandflitzer,"Friday, 14.08.2026, 18:00 - 20:00",Friday,18:00,20:00
3449,Nasty Grooves,Strandflitzer,"Friday night to Saturday morning, 14.08/15.08, 00:00 - 02:00",Friday,00:00,02:00
3451,FishEye,Waldtraut,"Sunday, 16.08.2026, 20:00 - 22:00",Sunday,20:00,22:00
3453,JUSTICE (DE),Porto Loco,"Saturday, 15.08.2026, 17:30 - 19:30",Saturday,17:30,19:30
3455,Xima (b2b MigraKid),Strandflitzer,"Friday, 14.08.2026, 18:00 - 20:00",Friday,18:00,20:00
3457,mimizan,Mirage,"Thursday night to Friday morning, 13.08/14.08, 02:30 - 05:00",Thursday,02:30,05:00
3467,Noy Ära,Mirage,"Saturday, 15.08.2026, 21:30 - 23:30",Saturday,21:30,23:30
3469,bebibelli,Strandflitzer,"Saturday night to Sunday morning, 15.08/16.08, 22:00 - 00:00",Saturday,22:00,00:00
3471,Angel Lagoon,Strandflitzer,"Thursday, 13.08.2026, 14:30 - 16:30",Thursday,14:30,16:30
3475,Bonnie Spacey,Atlantis,"Friday, 14.08.2026, 12:00 - 14:00",Friday,12:00,14:00
3477,Beccolores,Stroboklo,"Saturday, 15.08.2026, 18:00 - 20:00",Saturday,18:00,20:00
3479,Alko,Mirage,"Saturday night to Sunday morning, 15.08/16.08, 05:30 - 08:00",Saturday,05:30,08:00
3481,Hannes Turm,Stroboklo,"Saturday night to Sunday morning, 15.08/16.08, 22:00 - 00:00",Saturday,22:00,00:00
3483,Julita Just,Strandflitzer,"Sunday, 16.08.2026, 18:30 - 20:30",Sunday,18:30,20:30
3485,Henri Bergmann,Atlantis,"Friday night to Saturday morning, 14.08/15.08, 01:00 - 03:00",Friday,01:00,03:00
3487,mirella,Strandflitzer,"Thursday, 13.08.2026, 12:00 - 14:30",Thursday,12:00,14:30
3489,Apolonia,Porto Loco,"Friday, 14.08.2026, 15:30 - 17:30",Friday,15:30,17:30
3495,Zweistein,Zirkus Mond,"Thursday night to Friday morning, 13.08/14.08, 01:00 - 04:00",Thursday,01:00,04:00
3499,Oliver Koletzki,Atlantis,"Friday night to Saturday morning, 14.08/15.08, 03:00 - 05:00",Friday,03:00,05:00
3501,rømengo.,Strandflitzer,"Saturday, 15.08.2026, 14:00 - 16:00",Saturday,14:00,16:00
3503,Frida Darko,Atlantis,"Friday night to Saturday morning, 14.08/15.08, 03:00 - 05:00",Friday,03:00,05:00
3505,Kalipo,Zirkus Mond,"Sunday, 16.08.2026, 21:30 - 23:00",Sunday,21:30,23:00
3507,Adomani b2b Edmundo,Stroboklo,"Saturday, 15.08.2026, 20:00 - 22:00",Saturday,20:00,22:00
3509,Jul,Strandflitzer,"Friday, 14.08.2026, 14:00 - 16:00",Friday,14:00,16:00
3511,Sarah Wild,Schlupfloch,"Sunday, 16.08.2026, 16:00 - 18:00",Sunday,16:00,18:00
3513,Elizen the Emperor,Mirage,"Sunday, 16.08.2026, 18:00 - 20:00",Sunday,18:00,20:00
